"","voted_for","gender","education"
"25866","Trump","Male","4-year"
"25867","Biden","Female","2-year"
"25868","Trump","Male","Some college"
"25869","Trump","Male","Post-grad"
"25870","Trump","Male","4-year"
"25871","Trump","Male","2-year"
"25872","Trump","Female","Post-grad"
"25873","Trump","Male","2-year"
"25874","Biden","Female","High school graduate"
"25875","Biden","Male","4-year"
"25876","Biden","Male","2-year"
"25877","Biden","Male","High school graduate"
"25878","Trump","Female","Some college"
"25879","Biden","Female","4-year"
"25880","Biden","Male","Some college"
"25881","Biden","Male","2-year"
"25882","Trump","Female","4-year"
"25883","Biden","Male","2-year"
"25884","Biden","Female","High school graduate"
"25885","Biden","Female","High school graduate"
"25886","Biden","Female","4-year"
"25887","Trump","Female","4-year"
"25888","Biden","Female","Post-grad"
"25889","Trump","Male","Post-grad"
"25890","Trump","Male","4-year"
"25891","Biden","Male","4-year"
"25892","Biden","Female","4-year"
"25893","Biden","Male","Some college"
"25894","Trump","Female","4-year"
"25895","Biden","Female","Post-grad"
"25896","Trump","Female","4-year"
"25897","Trump","Male","2-year"
"25898","Biden","Female","Some college"
"25899","Trump","Male","2-year"
"25900","Biden","Male","Some college"
"25901","Trump","Female","Some college"
"25902","Biden","Male","4-year"
"25903","Biden","Female","Post-grad"
"25904","Biden","Male","Some college"
"25905","Trump","Male","4-year"
"25906","Trump","Male","Some college"
"25907","Biden","Male","Some college"
"25908","Biden","Male","Some college"
"25909","Biden","Female","4-year"
"25910","Trump","Male","4-year"
"25911","Biden","Female","4-year"
"25912","Trump","Female","2-year"
"25913","Trump","Male","Some college"
"25914","Biden","Male","Some college"
"25915","Trump","Female","High school graduate"
"25916","Trump","Male","Some college"
"25917","Trump","Male","4-year"
"25918","Biden","Female","4-year"
"25919","Biden","Male","2-year"
"25920","Biden","Female","4-year"
"25921","Trump","Female","Some college"
"25922","Biden","Female","4-year"
"25923","Trump","Female","High school graduate"
"25924","Biden","Female","4-year"
"25925","Biden","Male","Some college"
"25926","Biden","Female","4-year"
"25927","Trump","Male","Some college"
"25928","Trump","Female","High school graduate"
"25929","Trump","Female","High school graduate"
"25930","Trump","Male","4-year"
"25931","Biden","Male","Post-grad"
"25932","Biden","Female","High school graduate"
"25933","Biden","Male","2-year"
"25934","Trump","Male","Some college"
"25935","Trump","Male","Some college"
"25936","Trump","Female","High school graduate"
"25937","Trump","Female","4-year"
"25938","Trump","Female","High school graduate"
"25939","Biden","Male","Some college"
"25940","Trump","Female","2-year"
"25941","Biden","Male","4-year"
"25942","Trump","Male","4-year"
"25943","Biden","Female","High school graduate"
"25944","Trump","Female","Some college"
"25945","Biden","Male","Some college"
"25946","Biden","Female","4-year"
"25947","Trump","Male","4-year"
"25948","Trump","Female","Some college"
"25949","Biden","Male","Some college"
"25950","Trump","Male","2-year"
"25951","Trump","Male","High school graduate"
"25952","Biden","Female","4-year"
"25953","Biden","Male","4-year"
"25954","Biden","Male","4-year"
"25955","Trump","Male","Some college"
"25956","Trump","Male","Some college"
"25957","Biden","Female","Some college"
"25958","Trump","Male","High school graduate"
"25959","Trump","Male","Some college"
"25960","Trump","Female","High school graduate"
"25961","Biden","Female","4-year"
"25962","Biden","Female","High school graduate"
"25963","Trump","Female","High school graduate"
"25964","Trump","Male","2-year"
"25965","Trump","Female","4-year"
"25966","Biden","Female","No HS"
"25967","Biden","Female","4-year"
"25968","Biden","Female","2-year"
"25969","Trump","Male","Post-grad"
"25970","Trump","Male","Some college"
"25971","Biden","Female","4-year"
"25972","Trump","Male","Some college"
"25973","Biden","Female","4-year"
"25974","Biden","Male","4-year"
"25975","Trump","Male","2-year"
"25976","Trump","Female","Post-grad"
"25977","Biden","Male","High school graduate"
"25978","Trump","Female","Post-grad"
"25979","Biden","Female","2-year"
"25980","Biden","Female","4-year"
"25981","Biden","Female","4-year"
"25982","Biden","Female","4-year"
"25983","Trump","Male","High school graduate"
"25984","Biden","Female","4-year"
"25985","Biden","Male","Some college"
"25986","Trump","Female","Post-grad"
"25987","Biden","Female","Some college"
"25988","Trump","Female","High school graduate"
"25989","Biden","Male","Some college"
"25990","Biden","Male","Post-grad"
"25991","Biden","Female","4-year"
"25992","Trump","Female","Some college"
"25993","Biden","Male","Some college"
"25994","Biden","Male","High school graduate"
"25995","Biden","Male","Some college"
"25996","Biden","Male","4-year"
"25997","Biden","Female","4-year"
"25998","Trump","Female","Some college"
"25999","Biden","Male","2-year"
"26000","Trump","Female","Post-grad"
"26001","Biden","Female","4-year"
"26002","Biden","Female","4-year"
"26003","Biden","Female","High school graduate"
"26004","Biden","Female","4-year"
"26005","Trump","Male","2-year"
"26006","Biden","Female","Some college"
"26007","Trump","Male","Some college"
"26008","Biden","Female","4-year"
"26009","Trump","Male","Some college"
"26010","Biden","Female","2-year"
"26011","Biden","Female","Post-grad"
"26012","Trump","Female","Some college"
"26013","Biden","Male","4-year"
"26014","Biden","Female","Some college"
"26015","Biden","Female","High school graduate"
"26016","Biden","Female","High school graduate"
"26017","Trump","Male","Some college"
"26018","Biden","Female","Post-grad"
"26019","Biden","Male","Post-grad"
"26020","Trump","Female","High school graduate"
"26021","Trump","Male","4-year"
"26022","Biden","Female","4-year"
"26023","Trump","Female","4-year"
"26024","Biden","Female","Some college"
"26025","Biden","Male","4-year"
"26026","Trump","Female","4-year"
"26027","Trump","Female","High school graduate"
"26028","Biden","Male","2-year"
"26029","Biden","Female","Post-grad"
"26030","Biden","Male","Post-grad"
"26031","Biden","Male","4-year"
"26032","Biden","Female","4-year"
"26033","Biden","Male","4-year"
"26034","Trump","Female","High school graduate"
"26035","Biden","Male","High school graduate"
"26036","Biden","Female","4-year"
"26037","Trump","Female","4-year"
"26038","Trump","Female","Post-grad"
"26039","Biden","Male","4-year"
"26040","Biden","Female","4-year"
"26041","Biden","Female","4-year"
"26042","Biden","Female","4-year"
"26043","Trump","Female","High school graduate"
"26044","Biden","Female","4-year"
"26045","Trump","Male","High school graduate"
"26046","Trump","Male","No HS"
"26047","Biden","Female","High school graduate"
"26048","Trump","Male","High school graduate"
"26049","Trump","Male","2-year"
"26050","Biden","Female","4-year"
"26051","Biden","Female","Some college"
"26052","Biden","Female","2-year"
"26053","Biden","Female","High school graduate"
"26054","Trump","Male","Some college"
"26055","Biden","Female","Post-grad"
"26056","Biden","Male","High school graduate"
"26057","Biden","Female","Some college"
"26058","Trump","Male","Post-grad"
"26059","Biden","Female","High school graduate"
"26060","Biden","Male","4-year"
"26061","Biden","Male","4-year"
"26062","Biden","Female","Post-grad"
"26063","Trump","Female","2-year"
"26064","Trump","Female","2-year"
"26065","Biden","Female","Post-grad"
"26066","Biden","Female","4-year"
"26067","Biden","Female","2-year"
"26068","Biden","Male","4-year"
"26069","Biden","Male","4-year"
"26070","Trump","Male","4-year"
"26071","Trump","Male","High school graduate"
"26072","Biden","Female","High school graduate"
"26073","Biden","Female","High school graduate"
"26074","Biden","Male","High school graduate"
"26075","Trump","Male","Post-grad"
"26076","Biden","Male","4-year"
"26077","Trump","Male","High school graduate"
"26078","Biden","Male","Some college"
"26079","Biden","Female","Post-grad"
"26080","Biden","Female","Post-grad"
"26081","Trump","Male","High school graduate"
"26082","Biden","Male","High school graduate"
"26083","Biden","Male","4-year"
"26084","Biden","Male","4-year"
"26085","Biden","Male","Some college"
"26086","Trump","Male","4-year"
"26087","Trump","Female","Some college"
"26088","Trump","Female","Some college"
"26089","Trump","Male","4-year"
"26090","Biden","Female","Post-grad"
"26091","Trump","Female","4-year"
"26092","Biden","Male","4-year"
"26093","Trump","Male","High school graduate"
"26094","Biden","Male","Post-grad"
"26095","Biden","Female","Post-grad"
"26096","Trump","Female","Some college"
"26097","Trump","Female","Some college"
"26098","Trump","Male","2-year"
"26099","Trump","Female","High school graduate"
"26100","Biden","Male","2-year"
"26101","Trump","Female","Some college"
"26102","Biden","Male","4-year"
"26103","Biden","Female","Some college"
"26104","Biden","Male","2-year"
"26105","Trump","Male","Post-grad"
"26106","Trump","Female","4-year"
"26107","Biden","Female","Post-grad"
"26108","Trump","Female","4-year"
"26109","Biden","Female","4-year"
"26110","Biden","Female","4-year"
"26111","Biden","Male","4-year"
"26112","Trump","Female","High school graduate"
"26113","Biden","Female","4-year"
"26114","Trump","Male","Some college"
"26115","Trump","Male","4-year"
"26116","Biden","Female","Post-grad"
"26117","Trump","Male","4-year"
"26118","Biden","Female","4-year"
"26119","Biden","Female","Post-grad"
"26120","Biden","Female","4-year"
"26121","Biden","Female","Some college"
"26122","Biden","Male","4-year"
"26123","Biden","Female","Some college"
"26124","Biden","Female","High school graduate"
"26125","Biden","Female","High school graduate"
"26126","Trump","Male","2-year"
"26127","Biden","Female","High school graduate"
"26128","Biden","Female","4-year"
"26129","Trump","Male","2-year"
"26130","Biden","Female","4-year"
"26131","Biden","Female","4-year"
"26132","Trump","Female","Post-grad"
"26133","Trump","Female","Some college"
"26134","Trump","Female","4-year"
"26135","Trump","Female","2-year"
"26136","Biden","Female","Post-grad"
"26137","Trump","Male","Post-grad"
"26138","Trump","Female","4-year"
"26139","Biden","Male","Post-grad"
"26140","Trump","Male","Post-grad"
"26141","Trump","Male","4-year"
"26142","Biden","Male","2-year"
"26143","Biden","Male","Post-grad"
"26144","Biden","Female","4-year"
"26145","Biden","Male","High school graduate"
"26146","Biden","Female","Post-grad"
"26147","Biden","Female","4-year"
"26148","Biden","Female","4-year"
"26149","Biden","Male","4-year"
"26150","Trump","Male","4-year"
"26151","Biden","Female","High school graduate"
"26152","Biden","Male","High school graduate"
"26153","Trump","Female","4-year"
"26154","Biden","Female","Some college"
"26155","Biden","Female","4-year"
"26156","Trump","Male","High school graduate"
"26157","Trump","Male","2-year"
"26158","Trump","Male","4-year"
"26159","Biden","Male","High school graduate"
"26160","Biden","Female","High school graduate"
"26161","Biden","Female","Some college"
"26162","Biden","Female","Post-grad"
"26163","Biden","Male","4-year"
"26164","Biden","Female","4-year"
"26165","Biden","Female","Post-grad"
"26166","Biden","Female","High school graduate"
"26167","Biden","Female","Post-grad"
"26168","Biden","Female","4-year"
"26169","Trump","Female","High school graduate"
"26170","Trump","Female","Some college"
"26171","Trump","Male","Post-grad"
"26172","Biden","Female","2-year"
"26173","Trump","Female","2-year"
"26174","Biden","Female","4-year"
"26175","Biden","Female","Post-grad"
"26176","Trump","Female","2-year"
"26177","Biden","Male","High school graduate"
"26178","Trump","Male","Post-grad"
"26179","Biden","Male","4-year"
"26180","Biden","Female","Post-grad"
"26181","Biden","Male","2-year"
"26182","Trump","Male","4-year"
"26183","Biden","Male","Some college"
"26184","Trump","Male","4-year"
"26185","Biden","Female","4-year"
"26186","Biden","Female","4-year"
"26187","Biden","Male","4-year"
"26188","Biden","Female","Some college"
"26189","Biden","Male","Some college"
"26190","Trump","Female","Some college"
"26191","Biden","Male","4-year"
"26192","Trump","Female","High school graduate"
"26193","Trump","Male","4-year"
"26194","Trump","Female","No HS"
"26195","Biden","Male","Some college"
"26196","Biden","Female","Post-grad"
"26197","Trump","Male","Post-grad"
"26198","Biden","Female","No HS"
"26199","Trump","Female","4-year"
"26200","Trump","Male","Some college"
"26201","Trump","Female","4-year"
"26202","Biden","Male","4-year"
"26203","Biden","Female","Some college"
"26204","Biden","Female","4-year"
"26205","Trump","Female","Some college"
"26206","Biden","Female","Some college"
"26207","Biden","Female","Post-grad"
"26208","Biden","Female","Post-grad"
"26209","Biden","Female","4-year"
"26210","Biden","Male","Some college"
"26211","Biden","Female","4-year"
"26212","Trump","Female","High school graduate"
"26213","Biden","Male","Some college"
"26214","Biden","Male","Some college"
"26215","Biden","Male","Post-grad"
"26216","Biden","Female","4-year"
"26217","Biden","Female","4-year"
"26218","Trump","Female","Post-grad"
"26219","Trump","Female","High school graduate"
"26220","Trump","Male","4-year"
"26221","Trump","Male","Some college"
"26222","Biden","Male","4-year"
"26223","Trump","Male","Post-grad"
"26224","Biden","Female","Post-grad"
"26225","Trump","Female","High school graduate"
"26226","Biden","Female","2-year"
"26227","Trump","Male","Post-grad"
"26228","Biden","Female","Some college"
"26229","Biden","Female","2-year"
"26230","Biden","Female","High school graduate"
"26231","Biden","Female","2-year"
"26232","Trump","Male","Post-grad"
"26233","Trump","Male","Post-grad"
"26234","Biden","Female","High school graduate"
"26235","Biden","Female","Post-grad"
"26236","Biden","Female","2-year"
"26237","Biden","Female","2-year"
"26238","Trump","Male","Post-grad"
"26239","Biden","Female","4-year"
"26240","Trump","Male","High school graduate"
"26241","Trump","Male","4-year"
"26242","Trump","Male","Some college"
"26243","Biden","Male","Post-grad"
"26244","Biden","Female","High school graduate"
"26245","Trump","Male","4-year"
